Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Lemonade,Pepsi,Soft Drink,389,7829,1236,6593,7/22/2022,Devon Hall,Virginia,Joshuaport,4160,0-602-56825-0
Cola,Coca-Cola,Soft Drink,461,5628,6663,-1035,3/13/2022,Daniel Jennings,Alabama,Lake Emily,51457,0-501-22121-2
Herbal Tea,Dr. Pepper,Tea,925,9378,5933,3445,1/22/2020,Brian Soto,Idaho,Willieland,60595,1-116-93861-8
Black Tea,Coca-Cola,Tea,645,7977,2716,5261,12/17/2021,Allison Clark,Vermont,Evansside,93473,1-84732-814-8
Wine,Pepsi,Alcoholic,230,9623,2452,7171,10/29/2020,Jimmy Davies,Alabama,Rogersside,49182,1-130-72001-2
Energy Drink,Coca-Cola,Soft Drink,584,7295,727,6568,5/17/2023,Crystal Williams,Oregon,Lake Marissa,49488,1-886268-30-4
Black Tea,Dr. Pepper,Tea,345,5337,6386,-1049,12/25/2022,Matthew Kennedy,Kentucky,Lake David,4201,0-283-32270-5
Black Tea,Pepsi,Tea,222,9702,1941,7761,6/27/2023,Paul Richards,Kentucky,Turnerland,97061,1-04-592883-6
Black Tea,Coca-Cola,Tea,561,9601,2536,7065,2/28/2022,Justin Johnson,Maine,South Danny,28784,0-467-47007-3
Lemonade,Dr. Pepper,Soft Drink,481,9556,7914,1642,11/23/2022,Christopher Sharp,Georgia,Port Dennisburgh,4013,0-546-67597-2
Wine,Coca-Cola,Alcoholic,215,6007,1594,4413,5/31/2020,Courtney Ponce,New Mexico,North Carlosfurt,85487,1-206-36648-6
Beer,Dr. Pepper,Alcoholic,802,4615,6782,-2167,9/21/2022,Briana Stephens,Nebraska,New Candace,58161,1-9815-4795-9
Vodka,Coca-Cola,Alcoholic,771,6534,5453,1081,6/5/2020,Shelby Dodson PhD,Ohio,Fuentesmouth,83752,0-00-930020-1
Green Tea,Pepsi,Tea,535,9673,7738,1935,1/1/2020,Isabel Carter,New Hampshire,Catherinestad,70506,1-310-92621-2
Herbal Tea,Dr. Pepper,Tea,272,1341,4552,-3211,3/22/2022,David Gill,Maryland,West Michelleville,5214,1-4728-7462-5
Energy Drink,Pepsi,Soft Drink,968,1778,4186,-2408,2/19/2022,Katrina Roth,Virginia,Georgeville,55101,1-74889-834-5
Black Tea,Coca-Cola,Tea,317,3285,7473,-4188,3/3/2021,Julie Baker,Michigan,Benjaminton,58422,1-118-49537-3
Herbal Tea,Coca-Cola,Tea,648,5357,7560,-2203,9/28/2021,Dennis Huffman,Minnesota,Cooperton,70809,1-162-46134-9
Lemonade,Coca-Cola,Soft Drink,876,5388,4122,1266,11/10/2022,Kenneth Rubio,New York,Bookerport,20990,1-77476-946-8
Coffee,Pepsi,Coffee,746,3552,766,2786,12/4/2021,Erica Harris,Kentucky,Heatherport,98650,1-4283-8242-9
Wine,Dr. Pepper,Alcoholic,324,4935,6100,-1165,5/5/2022,Denise Holmes,South Carolina,Smallland,85444,0-585-25115-0
Herbal Tea,Pepsi,Tea,522,8121,3105,5016,7/21/2021,Juan Hunter,Indiana,Elizabethborough,89362,0-485-39415-4
Vodka,Dr. Pepper,Alcoholic,426,4715,1293,3422,6/23/2023,James Johnston,Georgia,Colefurt,42377,1-928033-93-8
Wine,Coca-Cola,Alcoholic,300,3509,5327,-1818,8/27/2020,Daniel Carter,New Mexico,Christopherside,39188,0-8189-3912-5
Green Tea,Pepsi,Tea,493,7986,6994,992,6/17/2021,Samuel Blake,Nebraska,Gregoryshire,2930,1-73083-152-4
Lemonade,Pepsi,Soft Drink,611,2073,5076,-3003,4/4/2021,Kimberly Williams,Mississippi,South Gabrielle,63825,1-384-35731-9
Green Tea,Pepsi,Tea,920,7882,799,7083,6/28/2022,Frances Brown,Oklahoma,Lake Brookeland,27110,1-351-35415-9
Beer,Pepsi,Alcoholic,180,3229,5370,-2141,4/21/2020,Justin Christian,Oregon,Johnsonfurt,31005,0-586-01624-4
Beer,Dr. Pepper,Alcoholic,291,9578,3186,6392,11/28/2022,Randall Anderson,Wyoming,Dawsonmouth,31791,0-00-045304-8
Wine,Pepsi,Alcoholic,511,8728,4511,4217,7/27/2023,Sandra Torres DDS,Nevada,East Jonathan,72924,1-367-17955-6
Vodka,Dr. Pepper,Alcoholic,254,3666,2064,1602,6/2/2023,Amy Nichols,Nevada,West Jennifer,32397,1-365-92080-1
Beer,Dr. Pepper,Alcoholic,312,9942,1524,8418,3/7/2022,Amy Fisher,Rhode Island,Juliaport,37812,0-533-09533-6
Black Tea,Dr. Pepper,Tea,119,9270,6193,3077,5/20/2022,Danielle Burnett,Missouri,North Amber,93198,1-75228-999-4
Vodka,Dr. Pepper,Alcoholic,511,7603,4128,3475,9/3/2020,Robert Lamb,Michigan,New William,98136,1-80786-840-0
Beer,Pepsi,Alcoholic,594,3902,3677,225,8/28/2021,Jennifer Navarro,Washington,Hamiltonport,99748,1-00-866322-0
Energy Drink,Coca-Cola,Soft Drink,687,9663,1630,8033,10/11/2021,Richard Watkins,Montana,Williamton,36508,1-953414-40-0
Black Tea,Dr. Pepper,Tea,229,2602,670,1932,2/6/2023,Whitney Lawrence,New Jersey,Williamsport,2539,1-62737-542-2
Beer,Coca-Cola,Alcoholic,502,5261,3325,1936,10/28/2021,Autumn Diaz,Arkansas,West Oliviaview,58408,1-4110-6241-8
Coffee,Dr. Pepper,Coffee,566,7699,6508,1191,3/12/2022,Jamie Barron,Michigan,Thomasmouth,35551,1-59275-379-5
Black Tea,Coca-Cola,Tea,318,8204,3466,4738,3/29/2023,Bryan Hancock,Arizona,Jakeshire,50366,1-78703-308-2
Coffee,Dr. Pepper,Coffee,893,7434,6001,1433,1/1/2023,Courtney Conrad,New Hampshire,Elizabethtown,84693,0-07-525463-8
Vodka,Dr. Pepper,Alcoholic,913,2883,6013,-3130,5/26/2021,Leslie Collier,West Virginia,Donaldshire,21882,0-262-33620-0
Herbal Tea,Coca-Cola,Tea,448,6572,6740,-168,3/11/2020,Desiree Kim,Alabama,North Suzannefurt,52055,0-257-56851-4
Beer,Coca-Cola,Alcoholic,870,2960,2235,725,6/2/2023,Nicholas Francis,Alabama,Williammouth,31612,0-935602-22-4
Black Tea,Pepsi,Tea,990,4887,3783,1104,1/16/2023,Kaitlyn Charles,Michigan,Hunthaven,55013,1-113-88521-1
Vodka,Pepsi,Alcoholic,955,9339,2770,6569,6/15/2023,Kevin Green,Delaware,New William,67682,1-56235-515-5
Coffee,Dr. Pepper,Coffee,400,3383,6231,-2848,4/26/2021,Kimberly Dixon,Minnesota,Jasonborough,29512,0-9849310-4-X
Black Tea,Coca-Cola,Tea,377,2148,3667,-1519,7/26/2022,Cory Moore,Colorado,Wongstad,84634,1-290-56916-9
Energy Drink,Dr. Pepper,Soft Drink,542,5833,4374,1459,7/2/2020,Olivia Davis,Indiana,Spearsfort,57437,0-8115-2151-6
Vodka,Pepsi,Alcoholic,349,5312,2022,3290,12/28/2020,Rachel Summers,Tennessee,Poolebury,68083,1-4579-6128-8
Cola,Dr. Pepper,Soft Drink,126,7435,1054,6381,2/22/2022,Gary Duarte,Colorado,New Richardmouth,84079,1-272-87596-2
Wine,Pepsi,Alcoholic,139,2250,6922,-4672,2/28/2022,Robert Mcconnell,Texas,South Jack,58542,0-08-691639-4
Green Tea,Coca-Cola,Tea,259,3682,4700,-1018,4/14/2021,Veronica Wong,New Hampshire,South Olivia,8422,1-182-41816-3
Beer,Dr. Pepper,Alcoholic,421,3972,5792,-1820,1/11/2022,Elizabeth Arias,Virginia,Hudsonfurt,88002,0-452-80932-0
Vodka,Pepsi,Alcoholic,413,9096,7925,1171,5/7/2020,James Johnson,Tennessee,Lake Danielview,99583,1-298-07982-9
Herbal Tea,Coca-Cola,Tea,753,2665,4574,-1909,5/6/2021,Bailey Wilson,Florida,Veronicafort,30740,0-7533-8146-X
Coffee,Dr. Pepper,Coffee,532,4989,1687,3302,5/24/2023,Mark Heath,New Hampshire,Pierceton,28252,0-599-09236-X
Lemonade,Dr. Pepper,Soft Drink,989,1010,7838,-6828,9/14/2020,David Franklin,Missouri,Gloverfurt,68097,1-78202-899-4
Wine,Dr. Pepper,Alcoholic,528,2900,788,2112,1/28/2020,Brendan Rodriguez,Nevada,Williamsborough,6288,1-71070-891-3
Wine,Pepsi,Alcoholic,424,9961,4359,5602,5/7/2021,Scott Carson,Vermont,North Sarah,84458,1-9733-6508-1
Herbal Tea,Dr. Pepper,Tea,823,4751,4609,142,12/11/2021,David Craig,Indiana,Saraville,95729,1-269-68647-X
Energy Drink,Coca-Cola,Soft Drink,489,7284,6562,722,6/7/2020,Natalie Sanchez,Maine,Andrewborough,4774,0-13-263502-X
Wine,Pepsi,Alcoholic,110,6542,4476,2066,4/7/2023,Ronnie Mata,Colorado,Port Stephanieview,83264,0-351-31315-X
Black Tea,Pepsi,Tea,923,3840,3917,-77,1/12/2023,Angela Barrera,Colorado,Ginaberg,4532,1-68754-884-6
Coffee,Coca-Cola,Coffee,639,5978,1573,4405,1/17/2020,Alyssa Kerr,Illinois,Lake Patricia,4628,0-698-45709-9
Cola,Dr. Pepper,Soft Drink,972,4503,6114,-1611,1/22/2020,Karen Kim,North Dakota,Leeberg,38224,1-948979-67-5
Lemonade,Coca-Cola,Soft Drink,979,4419,5395,-976,7/2/2023,Daniel Meadows,Arizona,North Alanberg,68099,0-462-73641-5
Coffee,Pepsi,Coffee,565,9458,4409,5049,7/20/2023,Juan Mcdonald,California,Toddland,67206,0-530-82569-4
Wine,Coca-Cola,Alcoholic,995,7945,2259,5686,1/27/2022,Gina Black,Nebraska,Jonesville,55316,1-4659-8672-3
Cola,Pepsi,Soft Drink,946,6787,7317,-530,12/20/2022,Brandon Rodriguez,Wyoming,Kellybury,83287,0-8021-2693-6
Herbal Tea,Coca-Cola,Tea,953,9958,2093,7865,6/19/2020,Kristi Sandoval,Hawaii,Reidville,12693,1-232-92999-9
Coffee,Pepsi,Coffee,125,3855,7002,-3147,9/12/2020,Christine Thompson,North Carolina,New Stevenville,51402,1-295-01735-0
Cola,Pepsi,Soft Drink,323,3933,2197,1736,2/8/2023,Sonia Rhodes,Illinois,South Garrettland,97230,1-254-43703-7
Herbal Tea,Pepsi,Tea,107,4745,732,4013,2/14/2020,Christian Herman,Michigan,West Larry,28808,0-7385-6757-4
Green Tea,Coca-Cola,Tea,528,6199,641,5558,12/2/2021,Karen Morgan,Michigan,Turnerport,30374,0-8143-7660-6
Wine,Dr. Pepper,Alcoholic,152,9928,814,9114,12/8/2022,Kaitlyn Marks,Tennessee,Santanashire,5198,0-270-40176-8
Vodka,Dr. Pepper,Alcoholic,679,6287,799,5488,1/16/2020,Thomas Evans,Minnesota,Port Tylerfort,52249,1-84581-038-4
Lemonade,Dr. Pepper,Soft Drink,963,4100,3202,898,1/31/2020,Jacob Singh,Vermont,South Kayla,22223,1-84267-779-9
Black Tea,Dr. Pepper,Tea,654,1518,3715,-2197,3/15/2021,Ashley Mendez,Maryland,South Amyfort,72710,0-8056-5917-X
Vodka,Dr. Pepper,Alcoholic,965,6657,4860,1797,6/3/2023,Troy Guzman,Ohio,West Wesleyside,20038,1-00-718076-5
Black Tea,Coca-Cola,Tea,502,2405,6274,-3869,12/20/2020,Heather Gutierrez,Massachusetts,Port Davidchester,59538,0-11-510684-7
Lemonade,Pepsi,Soft Drink,833,6292,2969,3323,4/21/2020,Thomas Larson,Montana,South April,56705,1-4426-0529-4
Beer,Coca-Cola,Alcoholic,284,9360,7374,1986,7/29/2021,Rebecca Owens,Missouri,West Georgemouth,36602,0-87735-515-0
Herbal Tea,Coca-Cola,Tea,706,9778,1853,7925,3/7/2022,Jose Castaneda,Texas,West Teresa,5327,1-06-331093-8
Herbal Tea,Dr. Pepper,Tea,935,3666,3617,49,2/9/2020,Michelle Robinson,Delaware,South Richardport,20919,0-12-743566-2
Wine,Dr. Pepper,Alcoholic,570,5354,2668,2686,4/5/2022,David King,Texas,East Steven,68070,0-422-97332-7
Beer,Pepsi,Alcoholic,739,7341,2981,4360,4/16/2022,Joseph Brown,West Virginia,Jeffreychester,21844,1-235-46367-2
Lemonade,Pepsi,Soft Drink,249,2848,4852,-2004,7/27/2023,Christopher Reed,New Jersey,Angelaland,84771,1-68697-968-1
Vodka,Coca-Cola,Alcoholic,213,4970,869,4101,12/26/2022,Scott Alexander,New Jersey,Lake Parker,99637,0-313-19476-9
Cola,Dr. Pepper,Soft Drink,439,4238,3971,267,9/5/2021,Martin Mejia PhD,Washington,Watersside,6044,1-124-55678-8
Vodka,Dr. Pepper,Alcoholic,764,1611,1007,604,6/17/2020,Ian Rose,North Carolina,Diazview,82729,0-05-253651-3
Coffee,Pepsi,Coffee,916,9610,7839,1771,9/28/2020,Samantha Munoz,New Hampshire,Aliciamouth,87687,1-904375-48-0
Herbal Tea,Pepsi,Tea,941,8328,5459,2869,11/1/2021,Catherine Cooper,Minnesota,East Jerryfurt,59568,0-476-47964-9
Lemonade,Pepsi,Soft Drink,328,7390,7434,-44,11/23/2020,Angelica Banks,Florida,New Johnny,76614,1-69157-032-X
Black Tea,Dr. Pepper,Tea,582,9128,2310,6818,1/27/2023,Michelle Wilson,Iowa,Greenbury,93063,0-04-306942-8
Beer,Coca-Cola,Alcoholic,696,4117,2435,1682,10/3/2021,Geoffrey Paul,Wisconsin,East Jessicastad,43087,0-15-238194-5
Beer,Coca-Cola,Alcoholic,435,3455,7695,-4240,3/29/2022,Barry Scott,South Carolina,East Anthonymouth,21005,1-76799-190-8
Coffee,Pepsi,Coffee,882,3958,5368,-1410,7/9/2020,David James,Vermont,Gutierrezberg,31322,0-573-98104-3
Herbal Tea,Pepsi,Tea,475,2979,2182,797,4/3/2023,Michelle Gutierrez,Delaware,Smithview,83453,0-687-52547-0
Energy Drink,Pepsi,Soft Drink,526,5665,2847,2818,4/5/2021,Susan Combs,Maryland,Freemanborough,87598,1-886485-13-5
Beer,Dr. Pepper,Alcoholic,430,2526,7618,-5092,9/6/2022,Brooke Peters,Arizona,South Destinyville,5461,0-289-73899-7
Coffee,Dr. Pepper,Coffee,470,4613,2693,1920,12/7/2022,Laura White,Nebraska,East William,60391,1-146-98440-5
Herbal Tea,Dr. Pepper,Tea,263,8291,6723,1568,3/2/2020,Jessica Frank,Missouri,Katherinemouth,88290,0-350-94724-4
Energy Drink,Coca-Cola,Soft Drink,931,4161,773,3388,1/2/2021,Kimberly Holt,Ohio,Nancyfurt,67020,0-7957-1355-X
Energy Drink,Coca-Cola,Soft Drink,174,2790,5207,-2417,10/14/2022,Susan Mckenzie,Nebraska,New Lauren,57191,0-341-49860-2
Energy Drink,Dr. Pepper,Soft Drink,585,2107,5445,-3338,7/4/2020,Amber Bell,Wyoming,West Jamestown,4976,1-303-77743-6
Vodka,Pepsi,Alcoholic,437,3387,6069,-2682,1/18/2020,Kathleen White,Pennsylvania,Port Robertbury,70261,1-5014-2022-4
Beer,Coca-Cola,Alcoholic,374,3017,4705,-1688,1/3/2021,Frank Black,South Dakota,Jenniferview,97791,0-396-17441-8
Herbal Tea,Dr. Pepper,Tea,486,5718,5534,184,10/15/2021,Tara Cook,Massachusetts,South Michaelshire,88933,0-7442-9774-5
Beer,Coca-Cola,Alcoholic,588,9716,2145,7571,8/16/2021,Mindy Foley,Kansas,Taylorport,37944,0-401-84274-6
Lemonade,Dr. Pepper,Soft Drink,681,9409,5987,3422,9/3/2022,Tammy Mullins,New York,East Thomasview,46198,1-65955-877-8
Vodka,Pepsi,Alcoholic,369,8356,2121,6235,1/29/2020,Jennifer Morse,Iowa,West Samuelfurt,73122,0-8438-8093-7
Wine,Coca-Cola,Alcoholic,101,8954,3228,5726,2/2/2022,Hayley Lee,New Mexico,Lake Pamela,99653,1-320-49686-5
Energy Drink,Pepsi,Soft Drink,497,7033,3793,3240,1/24/2022,Erin Eaton,Hawaii,Lake Zacharyton,22732,0-7866-1010-7
Energy Drink,Dr. Pepper,Soft Drink,642,9097,4737,4360,6/5/2023,Kevin Walters,Michigan,New Kimberlyhaven,75667,0-17-712366-4
Cola,Pepsi,Soft Drink,389,5271,6650,-1379,7/4/2021,Carla Griffith,Alaska,Tiffanyton,29624,1-214-60378-5
Coffee,Coca-Cola,Coffee,113,8625,6358,2267,5/31/2020,Michael Russell,West Virginia,Curtistown,17052,1-9999666-6-X
Vodka,Dr. Pepper,Alcoholic,150,1024,5399,-4375,3/31/2022,Kyle Farrell,Iowa,South Jason,5280,1-5230-2082-2
Cola,Coca-Cola,Soft Drink,143,8027,2949,5078,9/5/2020,Kathleen Williamson,Nevada,Castroville,10701,0-7686-8516-8
Energy Drink,Pepsi,Soft Drink,197,1426,638,788,7/25/2023,Cassandra Bell,Georgia,Lake Stephen,59710,0-610-69943-1
Black Tea,Dr. Pepper,Tea,998,4217,6349,-2132,3/30/2020,Lori Pena,West Virginia,Kimberlyfort,29230,1-79227-384-3
Energy Drink,Coca-Cola,Soft Drink,141,2838,6016,-3178,4/21/2022,Thomas Sherman,New Hampshire,North Amanda,73059,0-532-05999-9
Beer,Coca-Cola,Alcoholic,595,6539,6239,300,9/18/2022,Rachel Elliott,Alabama,South Steven,70032,1-01-847199-5
Cola,Dr. Pepper,Soft Drink,557,6982,6855,127,6/3/2023,Courtney Barrera,Virginia,Ricardofort,56730,0-11-494595-0
Green Tea,Pepsi,Tea,697,7909,7830,79,5/25/2022,Ronnie Harris,Michigan,Scottfurt,19953,0-497-55657-X
Black Tea,Pepsi,Tea,585,6461,7373,-912,6/14/2022,Mark Stewart,Missouri,Adamton,1198,1-4992-8559-0
Black Tea,Dr. Pepper,Tea,775,5523,6891,-1368,6/8/2021,Elizabeth Benton,Maryland,Thompsonfort,96770,1-66188-421-0
Beer,Pepsi,Alcoholic,920,4393,6513,-2120,2/12/2023,Brent Cox,Ohio,Freemanhaven,63922,0-389-94645-1
Lemonade,Pepsi,Soft Drink,963,7076,6209,867,12/30/2020,Amy Davis,North Carolina,Vasquezmouth,42623,1-75221-442-0
Black Tea,Coca-Cola,Tea,770,4332,4978,-646,3/8/2023,Maria Thomas,Alaska,Rhondabury,87849,0-692-99877-2
Beer,Coca-Cola,Alcoholic,915,4568,4238,330,4/30/2023,Katrina Ibarra,Colorado,Kennethburgh,49956,1-82370-738-6
Cola,Pepsi,Soft Drink,288,5265,6515,-1250,1/18/2022,Karen Contreras,Delaware,New Sara,29526,1-74846-313-6
Herbal Tea,Dr. Pepper,Tea,261,8684,6312,2372,11/8/2022,Kristen Obrien,Florida,Port Allisonmouth,19759,0-356-14918-8
Cola,Dr. Pepper,Soft Drink,506,2098,2038,60,5/25/2023,Monica Mccarthy,California,South Dennis,87787,0-7380-9438-2
Cola,Coca-Cola,Soft Drink,332,4912,3488,1424,11/21/2020,Shelly Oliver,Louisiana,Lake Kevin,67348,1-67135-316-1
Vodka,Pepsi,Alcoholic,473,7087,1427,5660,5/29/2021,Adriana Frank,Maryland,East Dustinview,21163,0-283-22007-4
Vodka,Dr. Pepper,Alcoholic,980,4782,4622,160,2/15/2021,Michelle Jones,Florida,Barbarafort,23709,0-508-15495-2
Green Tea,Pepsi,Tea,903,6558,676,5882,3/3/2021,Christopher Dunn,Indiana,North Lisa,36779,1-934240-97-4
Black Tea,Dr. Pepper,Tea,301,4509,6510,-2001,8/29/2022,Ashley Greer,Idaho,Thorntonmouth,34580,0-554-72414-6
Green Tea,Pepsi,Tea,138,8126,6265,1861,6/4/2022,Nicole Ramos,Florida,Port Jenniferland,31101,0-939247-81-X
Wine,Dr. Pepper,Alcoholic,984,4607,5160,-553,2/25/2021,Ashley Walker,Missouri,Davidland,84024,0-924125-12-8
Coffee,Dr. Pepper,Coffee,278,8032,5752,2280,11/13/2020,Sharon Page,Oklahoma,Lake Michealmouth,29217,0-655-11622-2
Cola,Pepsi,Soft Drink,210,9928,5269,4659,7/21/2020,Debra Graham,California,Robertmouth,54143,0-384-91713-5
Energy Drink,Dr. Pepper,Soft Drink,534,5262,4294,968,4/4/2020,Robert Hubbard,Utah,Lorifurt,57438,0-595-53258-6
Vodka,Coca-Cola,Alcoholic,911,9664,3400,6264,4/22/2021,Derrick Manning,Montana,Ibarraborough,35698,1-75569-433-4
Coffee,Pepsi,Coffee,726,8218,7058,1160,6/18/2022,Mr. Anthony Wilson,North Dakota,Vanessaborough,96770,1-4312-4333-7
Beer,Dr. Pepper,Alcoholic,857,9892,2815,7077,6/23/2021,Olivia Sullivan,New York,Lake Joseph,37545,1-249-22100-5
Beer,Coca-Cola,Alcoholic,396,5675,4882,793,5/27/2021,Robert Guerra,Idaho,Kathrynburgh,22658,0-08-584303-2
Cola,Dr. Pepper,Soft Drink,443,6134,2356,3778,8/17/2020,Charles Scott,Indiana,Frankmouth,31224,1-954013-64-7
Vodka,Pepsi,Alcoholic,107,4367,4646,-279,11/13/2021,Max Daniels,Louisiana,Douglasshire,20012,0-606-19104-6
Wine,Dr. Pepper,Alcoholic,754,4216,3681,535,3/10/2022,Denise Frederick,Utah,Lake Joel,97438,1-351-28738-9
Green Tea,Pepsi,Tea,508,4424,1316,3108,12/2/2022,Paula Lam,New York,Katrinaview,88979,1-156-91374-8
Lemonade,Dr. Pepper,Soft Drink,272,7926,2976,4950,3/8/2021,Samantha Nelson,New Hampshire,Nicholasburgh,59679,0-645-55517-7
Beer,Coca-Cola,Alcoholic,406,4797,6025,-1228,8/19/2021,Natalie White,Delaware,New Joshuafurt,82484,0-261-09063-1
Wine,Coca-Cola,Alcoholic,732,1291,3710,-2419,12/25/2022,Douglas Smith,Florida,Jesseshire,26793,1-4613-8076-6
Energy Drink,Coca-Cola,Soft Drink,184,4350,6330,-1980,4/7/2020,Christopher Davis,Missouri,Kelleyside,55184,1-56313-578-7
Beer,Dr. Pepper,Alcoholic,744,1233,3861,-2628,8/29/2020,Kimberly Castillo,Oregon,South Christopher,48052,0-313-66820-5
Black Tea,Dr. Pepper,Tea,299,9895,4950,4945,6/15/2023,Jennifer Brown,Utah,Hunterport,2806,1-217-62768-5
Coffee,Dr. Pepper,Coffee,691,2295,6089,-3794,7/27/2022,Tiffany Bowers,Maine,East Bridget,56201,1-76881-619-0
Lemonade,Pepsi,Soft Drink,786,7281,3835,3446,3/1/2021,Joshua Carson,Colorado,Wareport,98294,1-62237-553-X
Herbal Tea,Dr. Pepper,Tea,543,2618,5607,-2989,5/29/2021,Mark Smith,Colorado,Garciamouth,53249,1-59123-054-3
Energy Drink,Dr. Pepper,Soft Drink,602,3032,3430,-398,1/3/2022,Michelle Goodwin,Alabama,South Yvonne,84285,0-646-00310-0
Vodka,Pepsi,Alcoholic,424,6351,5780,571,3/28/2021,Jonathan Davies,Massachusetts,Kathrynhaven,66142,1-70083-330-8
Beer,Coca-Cola,Alcoholic,946,3750,5629,-1879,8/27/2021,Erika Brown,Maine,Port Trevorchester,83299,0-264-95285-5
Coffee,Coca-Cola,Coffee,771,9074,7580,1494,3/23/2023,Jerry Stewart,Oklahoma,Jonesburgh,68001,1-65483-215-4
Herbal Tea,Coca-Cola,Tea,837,1731,6953,-5222,12/16/2020,James Blair,Missouri,Susanfurt,35755,0-208-33538-2
Beer,Dr. Pepper,Alcoholic,908,6874,4537,2337,3/16/2022,Joseph Ramsey,Wisconsin,South Christopherland,4791,0-280-97698-4
Black Tea,Coca-Cola,Tea,732,3039,2998,41,12/13/2020,Eric Hunt,Minnesota,East Steven,37274,1-123-04349-3
Coffee,Dr. Pepper,Coffee,632,4021,1385,2636,5/28/2021,Scott Hogan,South Dakota,Lake Kimberlyshire,53712,1-75013-469-1
Vodka,Pepsi,Alcoholic,209,1220,7939,-6719,8/18/2020,Jason Zamora,Rhode Island,New Yvonne,58348,1-252-17332-6
Energy Drink,Pepsi,Soft Drink,200,3300,6594,-3294,9/6/2022,John Newman,Virginia,East Joseph,7213,1-81468-033-0
Coffee,Dr. Pepper,Coffee,389,8761,4455,4306,4/16/2021,Cameron Howard,Nebraska,North Patrick,93556,1-168-07381-2
Coffee,Coca-Cola,Coffee,536,8121,7105,1016,12/3/2020,Angela Tyler,Pennsylvania,East Michelleshire,2254,0-943975-56-5
Lemonade,Dr. Pepper,Soft Drink,961,8023,3753,4270,11/22/2020,Cheyenne Jacobs,Georgia,Sydneyville,3546,0-451-42268-6
Beer,Pepsi,Alcoholic,320,7044,3367,3677,3/31/2020,Kelly Robinson,Rhode Island,South Kevinberg,27638,1-397-29058-7
Lemonade,Coca-Cola,Soft Drink,784,3196,4367,-1171,7/10/2021,Julia Kerr,Hawaii,Port Katherine,73054,0-265-57951-1
Herbal Tea,Dr. Pepper,Tea,597,8838,5431,3407,9/15/2020,Misty Taylor,Virginia,West Michael,87123,1-357-33938-0
Energy Drink,Pepsi,Soft Drink,580,9155,5259,3896,2/6/2020,Emily Scott,Iowa,Andrewville,72407,1-07-978903-0
Vodka,Dr. Pepper,Alcoholic,488,5457,7153,-1696,9/19/2020,Mario George,Missouri,Victorside,45497,1-62654-088-8
Coffee,Dr. Pepper,Coffee,862,4648,3709,939,6/8/2022,Taylor Thompson,Wyoming,New Gregory,89565,0-644-72816-7
Black Tea,Dr. Pepper,Tea,870,5996,1918,4078,3/6/2022,Michael Smith,Connecticut,South Christianfort,72948,1-4993-8298-7
Lemonade,Coca-Cola,Soft Drink,126,3781,5122,-1341,9/12/2022,Rhonda Miller,Texas,Tracyborough,89726,0-398-10465-4
Coffee,Pepsi,Coffee,963,8931,578,8353,12/1/2021,Bryan Monroe,Ohio,Jordanburgh,32087,0-637-52189-7
Lemonade,Pepsi,Soft Drink,811,4142,1657,2485,10/2/2022,Rebecca Hall,Montana,Jasonstad,20023,1-81250-476-4
Coffee,Dr. Pepper,Coffee,136,6632,723,5909,11/13/2022,Robin Martinez,Hawaii,Port Colinbury,73087,0-917841-86-7
Black Tea,Pepsi,Tea,205,2208,2530,-322,4/11/2023,Tonya Kim,Oklahoma,New Susanchester,57797,1-4815-5603-7
Black Tea,Pepsi,Tea,659,8360,6037,2323,5/3/2023,Mark Moore,Michigan,Port Jeffrey,20025,0-935239-74-X
Black Tea,Pepsi,Tea,601,5445,7797,-2352,8/12/2021,Steven Mullen,Kentucky,Aguirreview,22731,1-218-12634-5
Coffee,Pepsi,Coffee,222,9048,6129,2919,12/9/2022,Courtney Drake,Missouri,Pattersonville,29881,0-610-41975-7
Energy Drink,Coca-Cola,Soft Drink,493,6211,4993,1218,11/26/2021,Angela Wilkins,New Jersey,Kathychester,46039,0-8232-7441-1
Lemonade,Coca-Cola,Soft Drink,275,5231,666,4565,2/19/2020,Eric Brock,North Carolina,South Robertchester,3326,0-555-75399-9
Vodka,Coca-Cola,Alcoholic,337,9333,3618,5715,7/20/2022,Shelly Gomez,Wyoming,Doyleton,21574,1-5165-6361-1
Coffee,Pepsi,Coffee,893,4593,3015,1578,6/30/2023,Rebecca Shaw,Montana,East Shari,70463,1-198-63676-9
Energy Drink,Coca-Cola,Soft Drink,447,3253,5205,-1952,12/25/2020,Shelly Lewis,Kentucky,Port Joycemouth,3981,0-14-353959-0
Wine,Pepsi,Alcoholic,687,9932,7707,2225,10/15/2021,Daniel Pena,Oregon,Butlerborough,82226,1-4885-9670-0
Lemonade,Dr. Pepper,Soft Drink,233,6971,7966,-995,7/27/2023,Joshua Jones,Alabama,Michaelville,89574,0-396-90437-8
Energy Drink,Coca-Cola,Soft Drink,887,7370,1637,5733,7/14/2023,Jennifer Hicks,Kentucky,Lake Alexamouth,58841,0-00-120725-3
Cola,Coca-Cola,Soft Drink,840,2777,3566,-789,12/24/2020,Natalie Silva,Ohio,Marymouth,2863,0-556-54422-6
Green Tea,Coca-Cola,Tea,432,9158,697,8461,4/20/2020,Kerri Johnson,Rhode Island,New Robin,78252,1-5325-4215-1
